,영화명,감독,개봉일,국가,스크린수,관객수,관람가,장르,개봉연도,개봉월,흥행
5798,수호지-무사조씨,류신의,2013-11-07,중국,5,5030,15세이상,액션,2013,11,0
5800,갓 헬프 더 걸,스튜어트 머독,2015-02-12,영국,26,5029,15세이상,뮤지컬,2015,2,0
5802,아버지의 초상,스테판 브리제,2016-01-28,프랑스,25,5028,12세이상,드라마,2016,1,0
5803,잊혀진 꿈의 동굴,베르너 헤어조크,2013-01-10,미국,4,5024,전체,다큐멘터리,2013,1,0
5804,혈적자: 황제암살단,유위강,2013-11-14,중국,5,5022,19세이상,액션,2013,11,0
5805,맛,경석호,2014-01-16,한국,19,5021,19세이상,멜로/로맨스,2014,1,0
5806,유혹의 기술,레슬리 그리프,2014-01-23,미국,5,5017,19세이상,코미디,2014,1,0
5807,더 체이스,프레드 카바예,2014-04-10,프랑스,69,5015,15세이상,액션,2014,4,0
5808,친구사이?,김조광수,2009-12-17,한국,7,5014,15세이상,드라마,2009,12,0
5810,나는 영국왕을 섬겼다,이리 멘젤,2008-05-01,체코,2,5007,19세이상,멜로/로맨스,2008,5,0
5811,포르노 아티스트,오리올 카펠,2013-12-26,스페인,5,5005,19세이상,드라마,2013,12,0
5812,안녕 히어로,한영희,2017-09-07,한국,24,5002,12세이상,다큐멘터리,2017,9,0
5813,"시네도키, 뉴욕",찰리 카우프만,2010-01-07,미국,5,5001,15세이상,드라마,2010,1,0
5814,"시바, 인생을 던져",이성규,2013-12-19,한국,5,4991,15세이상,드라마,2013,12,0
5815,미안하다 독도야,최현묵,2008-12-31,한국,61,4989,전체,다큐멘터리,2008,12,0
5816,쾌걸 조로리의 공룡알을 지켜라,이와사키 토모코,2014-05-15,일본,47,4985,전체,애니메이션,2014,5,0
5817,그녀는 날 싫어해,스파이크 리,2006-11-02,미국,0,4983,18세이상,코미디,2006,11,0
5818,파란나비효과,박문칠,2017-06-22,한국,41,4980,12세이상,다큐멘터리,2017,6,0
5819,아르마딜로,야누스 메츠,2012-04-26,덴마크,16,4978,15세이상,전쟁,2012,4,0
5820,스틸 라이프,우베르토 파솔리니,2014-06-05,영국,19,4967,12세이상,드라마,2014,6,0
5821,렛 힘 고,토마스 베주차,2020-11-05,미국,47,4960,15세이상,범죄,2020,11,0
5828,설행_눈길을 걷다,김희정,2016-03-03,한국,72,4959,15세이상,드라마,2016,3,0
5829,우리를 침범하는 것들,아담 스미스,2017-07-20,영국,56,4958,15세이상,액션,2017,7,0
5830,퀸 오브 데저트,베르너 헤어조크,2016-04-07,미국,47,4955,12세이상,드라마,2016,4,0
5831,히스테리아,타니아 웩슬러,2012-08-23,영국,16,4947,19세이상,코미디,2012,8,0
5832,"안녕, 하세요!",임태형,2012-05-24,한국,18,4946,전체,다큐멘터리,2012,5,0
5833,뉴욕 라이브러리에서,프레데릭 와이즈만,2018-10-11,미국,17,4945,전체,다큐멘터리,2018,10,0
5834,원 네이션,피에르 쉘러,2019-03-21,프랑스,47,4941,15세이상,드라마,2019,3,0
5835,나쁜 녀석들,줄리어스 에이버리,2015-03-26,호주,59,4936,15세이상,범죄,2015,3,0
5836,양치기들,김진황,2016-06-02,한국,56,4934,19세이상,드라마,2016,6,0
5837,서스펙트 제로,E. 엘리아스 메리지,2005-03-17,미국,0,4933,15세이상,공포(호러),2005,3,0
5838,노마: 뉴 노르딕 퀴진의 비밀,피에르 드샹,2016-07-28,영국,15,4924,전체,다큐멘터리,2016,7,0
5840,장화신은 고양이 디 오리지널,제롬 데스챔프,2012-05-03,프랑스,47,4923,전체,애니메이션,2012,5,0
5841,5 투 7,빅터 레빈,2015-11-19,미국,62,4921,15세이상,코미디,2015,11,0
5842,스트레인저랜드,킴 파란트,2015-08-06,호주,32,4916,19세이상,미스터리,2015,8,0
5843,타이거 마운틴,서극,2015-04-23,중국,50,4910,15세이상,전쟁,2015,4,0
5844,안티 큐어,케어 버로우스,2019-04-24,미국,4,4908,15세이상,SF,2019,4,0
5845,프랑스 영화처럼,신연식,2016-01-14,한국,30,4881,15세이상,드라마,2016,1,0
5846,이장,정승오,2020-03-25,한국,82,4878,12세이상,드라마,2020,3,0
5847,엔젤 오브 마인,킴 파란트,2019-10-30,미국,115,4877,15세이상,드라마,2019,10,0
5848,젤리 피쉬,쉬라 게펜,2008-08-14,프랑스,4,4875,12세이상,드라마,2008,8,0
5849,메리와 맥스,아담 엘리어트,2011-12-22,호주,8,4873,12세이상,애니메이션,2011,12,0
5850,불량한 가족,장재일,2020-07-09,한국,161,4872,12세이상,코미디,2020,7,0
5851,조용한 열정,테렌스 데이비스,2017-11-23,영국,12,4871,12세이상,드라마,2017,11,0
5852,카페 드 플로르,장 마크 발레,2012-07-19,캐나다,4,4869,19세이상,멜로/로맨스,2012,7,0
5853,저니스 엔드,사울 딥,2018-11-28,영국,63,4861,15세이상,전쟁,2018,11,0
5854,엘리자의 내일,크리스티안 문쥬,2017-08-10,루마니아,23,4854,15세이상,드라마,2017,8,0
5855,걸즈 앤 판처 최종장,미즈시마 츠토무,2020-03-12,일본,11,4850,12세이상,애니메이션,2020,3,0
5856,빅터 영 페레즈,자크 와니쉐,2017-07-13,프랑스,16,4846,15세이상,드라마,2017,7,0
5857,우행록: 어리석은 자의 기록,이시카와 케이,2019-01-17,일본,36,4845,15세이상,드라마,2019,1,0
5858,산타렐라 패밀리,나초 G. 베일라,2009-09-17,스페인,16,4838,15세이상,코미디,2009,9,0
5859,쇠파리,안철호,2017-05-25,한국,56,4836,15세이상,범죄,2017,5,0
5861,지니어스 독,길 정거,2020-09-16,미국,142,4828,12세이상,코미디,2020,9,0
5862,컬러풀,하라 케이이치,2012-05-10,일본,13,4824,15세이상,애니메이션,2012,5,0
5863,카운터스,이일하,2018-08-15,한국,51,4819,15세이상,다큐멘터리,2018,8,0
5864,나이트메어 시네마,믹 개리스,2019-07-17,미국,97,4817,19세이상,공포(호러),2019,7,0
5865,리벤지,코랄리 파르쟈,2020-05-06,프랑스,143,4814,19세이상,액션,2020,5,0
5869,은하철도의 꿈,니시쿠보 미즈호,2015-04-09,일본,85,4812,전체,애니메이션,2015,4,0
5870,시티즌포,로라 포이트러스,2015-11-19,미국,39,4804,12세이상,다큐멘터리,2015,11,0
5871,신설국,코토 코이치,2004-02-27,일본,0,4799,18세이상,드라마,2004,2,0
5872,와일드 테일즈: 참을 수 없는 순간,데미안 스지프론,2015-05-21,스페인,16,4778,19세이상,코미디,2015,5,0
5873,심판,파티 아킨,2019-11-14,독일,39,4775,15세이상,드라마,2019,11,0
5874,나는 나비,정흠문,2010-12-02,한국,9,4771,전체,다큐멘터리,2010,12,0
5875,밀애,김인규,2014-07-24,한국,19,4770,19세이상,드라마,2014,7,0
5879,재꽃,박석영,2017-07-06,한국,35,4762,12세이상,드라마,2017,7,0
5880,그리고 싶은 것,권효,2013-08-15,한국,23,4756,전체,다큐멘터리,2013,8,0
5881,보이 A,존 크로울리,2009-05-21,영국,1,4754,19세이상,드라마,2009,5,0
5883,요나요나 펭귄,린 타로,2012-01-12,일본,53,4753,전체,애니메이션,2012,1,0
5884,문빔베어: 달을 사랑한 작은 곰,마이크 마우루스,2013-05-01,독일,93,4747,전체,가족,2013,5,0
5885,은밀하게 위대하게 (확장판),장철수,2013-08-05,한국,5,4738,15세이상,액션,2013,8,0
5886,파리 5구의 여인,파벨 파블리코브스키,2013-04-25,프랑스,8,4735,15세이상,스릴러,2013,4,0
5888,트롤 킹,케빈 먼로,2020-10-07,기타,190,4728,전체,애니메이션,2020,10,0
5890,후로티로봇 극장판,토미 왕,2019-08-29,중국,177,4727,전체,어드벤처,2019,8,0
5891,극장판 슈타인즈 게이트: 부하영역의 데자뷰,와카바야시 칸지,2013-12-05,일본,23,4726,12세이상,애니메이션,2013,12,0
5893,빨간 풍선,허우 샤오시엔,2008-02-06,프랑스,4,4724,12세이상,가족,2008,2,0
5894,포르토,게이브 클링거,2018-01-31,프랑스,21,4721,19세이상,드라마,2018,1,0
5895,에브리타임 룩 앳 유,한스 바인가르트너,2019-03-14,독일,43,4719,12세이상,코미디,2019,3,0
5897,금빛 모자이크 프리티 데이즈,다나카 모토키,2017-02-16,일본,80,4709,전체,애니메이션,2017,2,0
5898,시선 1318,윤성호,2009-06-11,한국,14,4707,12세이상,드라마,2009,6,0
5899,"모두들, 괜찮아요?",남선호,2006-03-24,한국,0,4703,15세이상,드라마,2006,3,0
5900,섹스 이즈 코메디,까트린느 브레이야,2004-09-16,프랑스,0,4702,18세이상,코미디,2004,9,0
5901,브라보! 재즈 라이프,남무성,2010-12-16,한국,9,4695,전체,다큐멘터리,2010,12,0
5902,찰리 컨트리맨,프레드릭 본드,2014-08-28,미국,37,4692,19세이상,코미디,2014,8,0
5903,늙은 자전거,문희융,2015-11-12,한국,17,4687,전체,드라마,2015,11,0
5904,위스키 탱고 폭스트롯,글렌 피카라,2016-11-10,미국,108,4682,15세이상,전쟁,2016,11,0
5906,플라스틱 시티,유릭 와이,2009-07-30,홍콩,4,4681,19세이상,범죄,2009,7,0
5907,라이엇 클럽,론 쉐르픽,2015-10-22,영국,53,4662,19세이상,드라마,2015,10,0
5908,메리 크리스마스,크리스찬 카리온,2007-12-20,프랑스,0,4652,15세이상,드라마,2007,12,0
5910,블링 링,소피아 코폴라,2013-09-05,미국,30,4641,19세이상,범죄,2013,9,0
5911,성 프란치스코,르노 페리,2017-10-12,프랑스,43,4638,전체,드라마,2017,10,0
5912,위 아 엑스,스테판 키작,2017-05-25,영국,19,4636,15세이상,다큐멘터리,2017,5,0
5913,라이프 인 어 데이,케빈 맥도널드,2011-09-29,미국,1,4631,12세이상,다큐멘터리,2011,9,0
5914,어바웃 체리,스티븐 엘리엇,2014-06-26,미국,18,4611,19세이상,드라마,2014,6,0
5915,사일런트 하트,빌 어거스트,2015-11-19,덴마크,23,4603,15세이상,가족,2015,11,0
5917,후세: 말하지 못한 내 사랑,미야지 마사유키,2013-03-28,일본,49,4601,15세이상,애니메이션,2013,3,0
5918,프로디지,니콜라스 맥카시,2019-04-04,미국,123,4592,15세이상,공포(호러),2019,4,0
5919,카운테스,줄리 델피,2009-12-03,프랑스,28,4590,19세이상,사극,2009,12,0
5920,슈팅걸스,배효민,2020-05-06,한국,207,4587,12세이상,드라마,2020,5,0
5921,침묵의 시선,조슈아 오펜하이머,2015-09-03,덴마크,31,4585,15세이상,다큐멘터리,2015,9,0
5922,비러브드,크리스토프 오노레,2013-02-14,프랑스,11,4558,19세이상,뮤지컬,2013,2,0
5925,트라이앵글,지영수,2009-11-19,한국,54,4555,전체,공포(호러),2009,11,0
5928,여름이 가기 전에,성지혜,2007-01-25,한국,0,4552,15세이상,드라마,2007,1,0
5929,젊은이의 양지,신수원,2020-10-28,한국,108,4545,15세이상,드라마,2020,10,0
5930,왓 데이 해드,엘리자베스 촘코,2019-11-07,미국,43,4534,12세이상,드라마,2019,11,0
5931,철수♡영희,황규덕,2005-01-07,한국,0,4523,전체,드라마,2005,1,0
5932,바라나시,슈브하시슈 부티아니,2018-05-24,인도,14,4522,전체,코미디,2018,5,0
5933,갤버스턴,멜라니 로랑,2019-07-04,미국,48,4518,15세이상,드라마,2019,7,0
5934,너는 착한 아이,오미보,2016-03-24,일본,51,4514,전체,드라마,2016,3,0
5935,고야의 유령,밀로스 포만,2008-04-03,스페인,8,4511,15세이상,드라마,2008,4,0
5936,내셔널 갤러리,프레데릭 와이즈만,2016-08-25,프랑스,5,4509,전체,다큐멘터리,2016,8,0
5937,영원한 여름,레스테 첸,2007-08-02,대만,0,4507,19세이상,드라마,2007,8,0
5938,예스맨 프로젝트,앤디 비츨바움,2010-03-25,프랑스,11,4506,12세이상,다큐멘터리,2010,3,0
5939,블랙 쉐도우,오빈 올슨,2017-07-13,미국,144,4502,15세이상,액션,2017,7,0
5940,미스 유 올레디,캐서린 하드윅,2017-10-03,영국,73,4499,15세이상,드라마,2017,10,0
5942,거짓말 섹스가 좋아2,진달래,2013-12-24,한국,5,4490,19세이상,멜로/로맨스,2013,12,0
5943,아무도 없다,존 하이암스,2020-09-09,미국,122,4478,15세이상,스릴러,2020,9,0
5944,튼튼이의 모험,고봉수,2018-06-21,한국,88,4476,15세이상,코미디,2018,6,0
5945,나넬 모차르트,르네 페레,2011-09-15,프랑스,11,4475,12세이상,드라마,2011,9,0
5946,캔디,닐 암필드,2008-04-17,호주,4,4474,19세이상,드라마,2008,4,0
5947,세상끝의 사랑,김인식,2015-11-12,한국,97,4472,19세이상,멜로/로맨스,2015,11,0
5948,로마서 8:37,신연식,2017-11-16,한국,44,4465,15세이상,드라마,2017,11,0
5950,제노바,마이클 윈터바텀,2009-11-19,영국,1,4450,15세이상,드라마,2009,11,0
5951,세계일주,이항배,2015-03-26,한국,56,4449,12세이상,가족,2015,3,0
5952,그녀는 거짓말을 너무 사랑해,코이즈미 노리히로,2018-01-24,일본,108,4448,12세이상,멜로/로맨스,2018,1,0
5953,콜렉터,마커스 던스탠,2011-05-26,미국,25,4443,19세이상,범죄,2011,5,0
5957,동사서독 리덕스,왕가위,2013-12-05,홍콩,37,4441,15세이상,액션,2013,12,0
5958,청야,김재수,2013-12-26,한국,3,4438,12세이상,드라마,2013,12,0
5959,홍길동 2084,이정인,2011-08-18,한국,36,4434,전체,애니메이션,2011,8,0
5960,브라더 오브 더 이어,위타야 통유용,2019-03-07,태국,58,4429,12세이상,코미디,2019,3,0
5965,디어 평양,양영희,2006-11-23,일본,0,4428,12세이상,다큐멘터리,2006,11,0
5966,로제타,장 피에르 다르덴,2019-05-23,프랑스,27,4412,15세이상,드라마,2019,5,0
5968,13년의 공백,사이토 타쿠미,2019-07-04,일본,47,4401,12세이상,드라마,2019,7,0
5969,나만이 없는 거리,히라카와 유이치로,2016-08-17,일본,63,4392,15세이상,드라마,2016,8,0
5970,온리 갓 포기브스,니콜라스 윈딩 레픈,2014-04-24,미국,61,4389,19세이상,액션,2014,4,0
5971,레몬 트리,에란 리클리스,2008-07-10,이스라엘,2,4385,12세이상,드라마,2008,7,0
5972,걸즈 앤 판처 최종장 제1화,미즈시마 츠토무,2020-01-08,일본,55,4380,12세이상,애니메이션,2020,1,0
5974,지저스 크라이스트 슈퍼스타,로렌스 코너,2012-11-22,미국,23,4363,12세이상,뮤지컬,2012,11,0
5975,호텔 비너스,다카하타 히데타,2004-09-10,일본,0,4358,12세이상,드라마,2004,9,0
5976,내 첫사랑을 너에게 바친다,신조 타케히코,2010-08-05,일본,9,4352,15세이상,드라마,2010,8,0
5977,15소년 표류기: 해적섬을 탈출하라,나카무라 류타로,2014-11-27,일본,56,4341,전체,애니메이션,2014,11,0
5978,마이크롭 앤 가솔린,미셸 공드리,2016-03-31,프랑스,29,4339,15세이상,코미디,2016,3,0
5980,고 피쉬!,숀 패트릭 오렐리,2020-07-23,미국,138,4338,전체,애니메이션,2020,7,0
5981,피크닉,이와이 슌지,2005-06-23,일본,0,4334,18세이상,드라마,2005,6,0
5983,노라노,김성희,2013-10-31,한국,25,4315,전체,다큐멘터리,2013,10,0
5984,120 BPM,로빈 캄필로,2018-03-15,프랑스,33,4314,19세이상,드라마,2018,3,0
5985,사랑의 시대,토마스 빈터베르그,2017-02-02,덴마크,22,4308,19세이상,드라마,2017,2,0
5986,뮤지엄 아워스,젬 코엔,2014-01-23,오스트리아,7,4292,15세이상,드라마,2014,1,0
5987,더 바,알렉스 드 라 이글레시아,2017-06-15,스페인,84,4287,15세이상,스릴러,2017,6,0
5988,극장판 쥬얼펫: 스위트댄스 프린세스,사쿠라이 히로아키,2013-11-07,일본,41,4277,전체,애니메이션,2013,11,0
5989,내 심장이 건너 뛴 박동,자크 오디아르,2016-12-15,프랑스,24,4273,15세이상,드라마,2016,12,0
5991,미인어,주성치,2017-02-22,중국,69,4270,12세이상,판타지,2017,2,0
5992,울언니,이제락,2014-12-04,한국,10,4266,19세이상,드라마,2014,12,0
5993,부다페스트 스토리,아틸라 사스,2020-08-13,헝가리,33,4264,15세이상,스릴러,2020,8,0
5994,섀도우 댄서,제임스 마쉬,2013-03-28,영국,21,4262,15세이상,드라마,2013,3,0
5995,그녀는 예뻤다,최익환,2008-06-12,한국,14,4254,15세이상,드라마,2008,6,0
5996,간츠: 퍼펙트 앤서,사토 신스케,2011-08-11,일본,12,4247,15세이상,SF,2011,8,0
5997,담쟁이,한제이,2020-10-28,한국,93,4241,15세이상,가족,2020,10,0
5998,왕을 참하라,김재수,2017-03-16,한국,54,4237,19세이상,드라마,2017,3,0
5999,디어 미,얀 사뮤엘,2011-04-27,프랑스,27,4236,12세이상,코미디,2011,4,0
6000,셔틀콕,이유빈,2014-04-24,한국,31,4226,15세이상,미스터리,2014,4,0
6001,리플리스 게임,릴리아나 카바니,2005-10-07,이탈리아,0,4225,15세이상,드라마,2005,10,0
6003,봉쇄수도원 카르투시오,김동일,2020-11-19,한국,125,4223,전체,다큐멘터리,2020,11,0
6004,우리 이웃의 범죄,민병진,2011-04-07,한국,29,4213,15세이상,드라마,2011,4,0
6005,화씨 11/9: 트럼프의 시대,마이클 무어,2018-11-22,미국,73,4212,15세이상,다큐멘터리,2018,11,0
6006,바우하우스,닐스 볼브링커,2019-08-29,독일,15,4208,전체,다큐멘터리,2019,8,0
6007,별별 이야기 2-여섯 빛깔 무지개,안동희,2008-04-17,한국,11,4205,12세이상,가족,2008,4,0
6009,랄프 스테드먼 스토리: 이상한 나라의 친구들,찰리 폴,2014-07-10,영국,17,4204,12세이상,다큐멘터리,2014,7,0
6010,그림자들의 섬,김정근,2016-08-25,한국,15,4197,15세이상,다큐멘터리,2016,8,0
6011,새드 베케이션,아오야마 신지,2008-03-13,일본,5,4196,15세이상,드라마,2008,3,0
6012,트립 투 잉글랜드,마이클 윈터바텀,2015-11-26,영국,33,4192,15세이상,코미디,2015,11,0
6013,슬기로운 해법,태준식,2014-05-15,한국,18,4189,12세이상,다큐멘터리,2014,5,0
6014,프록시마 프로젝트,앨리스 위노코,2020-10-15,프랑스,86,4185,12세이상,드라마,2020,10,0
6015,체 게바라: 1부 아르헨티나,스티븐 소더버그,2019-06-13,독일,16,4182,15세이상,드라마,2019,6,0
6016,다시 만난 날들,심찬양,2020-09-24,한국,105,4176,12세이상,뮤지컬,2020,9,0
6017,수부라 게이트,스테파노 솔리마,2017-09-07,이탈리아,104,4173,19세이상,범죄,2017,9,0
6018,와일드 시티,론 스캘펠로,2020-06-17,영국,111,4168,19세이상,액션,2020,6,0
